"Scientific Name","Common Name","Other Common Names","Growth Form","Ecoregion III","Ecoregion IV","Min Height","Max Height","Min Spread","Max Spread","Leaf Retention","Lifespan","Soil","Light","Water","Native Habitat","Bloom Season","Bloom Color","Seasonal Interest","Wildlife Benefit","Maintenence","Comments","References"
"Ilex opaca","American Holly","White Holly, Prickly Holly, Evergreen Holly, Christmas Holly, Yule Holly","[""Tree""]","East Central Texas Plains, Gulf Coast Prairies and Marshes, Western Gulf Coastal Plain",", , , Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, , Northern Humid Gulf Coastal Prairies, , , , , Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","15","25","15","20","Evergreen","Perennial","Sand, Loam, Well Drained, Moist, Dry","Sun, Part Shade","Low, Medium","[""Woodland"",""Wetland or Riparian""]","Spring","White, Green","Berry, Pollen, Larval Host, Nesting Material","Butterflies, Birds, Small Mammals, Bees","Very slow growing, long-lived tree. Works well in understory, or to provide a screen. Both sexes are needed to produce berries. Naturally branches to the ground; can prune lower branches. Warning: all Ilex species may be somewhat toxic if ingested. Propagation: seed, semi-hardwood cutting.","Blooms March-June. Pyramidal shaped tree. Thick, leathery, deep green leaves have spiny leaf edges. Male and female greenish-white flowers grow on separate trees. Bright red fruits form in the fall on females, and persist through winter. Larval host: Henry's Elfin Butterfly.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) Miller, George O., Landscaping with Native Plants of Texas 2nd Ed., 2013, pg 48. 3) Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg. 292. 4) https://www.wildflower.org/plants/result.php?id_plant=IL.OP. 5) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Ilex+opaca&formsubmit=Search+Terms. 6) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=1565&locationType=County&mapType=Normal., 7) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=27982#null"
"Ilex opaca","American Holly","White Holly, Prickly Holly, Evergreen Holly, Christmas Holly, Yule Holly","[""Tree""]","East Central Texas Plains, Gulf Coast Prairies and Marshes, Western Gulf Coastal Plain",", , , Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, , Northern Humid Gulf Coastal Prairies, , , , , Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","15","25","15","20","Evergreen","Perennial","Sand, Loam, Well Drained, Moist, Dry","Sun, Part Shade","Low, Medium","[""Woodland"",""Wetland or Riparian""]","Spring","White, Green","Berry, Pollen, Larval Host, Nesting Material","Butterflies, Birds, Small Mammals, Bees","Very slow growing, long-lived tree. Works well in understory, or to provide a screen. Both sexes are needed to produce berries. Naturally branches to the ground; can prune lower branches. Warning: all Ilex species may be somewhat toxic if ingested. Propagation: seed, semi-hardwood cutting.","Blooms March-June. Pyramidal shaped tree. Thick, leathery, deep green leaves have spiny leaf edges. Male and female greenish-white flowers grow on separate trees. Bright red fruits form in the fall on females, and persist through winter. Larval host: Henry's Elfin Butterfly.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) Miller, George O., Landscaping with Native Plants of Texas 2nd Ed., 2013, pg 48. 3) Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg. 292. 4) https://www.wildflower.org/plants/result.php?id_plant=IL.OP. 5) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Ilex+opaca&formsubmit=Search+Terms. 6) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=1565&locationType=County&mapType=Normal., 7) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=27982#null"
"Ilex vomitoria","Yaupon Holly","Cassina","[""Shrub""]","East Central Texas Plains, Edwards Plateau, Gulf Coast Prairies and Marshes, Texas Blackland Prairies, Western Gulf Coastal Plain",", , , Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, Balcones Canyonlands, Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , , , Floodplains and Low Terraces1,Northern Blackland Prairie,Southern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Southern Tertiary Uplands,Tertiary Uplands","12","25","8","12","Evergreen","Perennial","Sand, Loam, Clay, Gravelly, Limestone, Poor Drainage, Moist","Sun, Part Shade, Shade","Low","[""Woodland""]","Spring","White","Berry, Nectar, Larval Host","Butterflies, Birds, Small Mammals, Nectar Insects","Shade tolerant, but fruits best in full sun. Drought tolerant, but withstands poor drainage. Often grown in residential landscapes and trimmed into hedges. WARNING: berries are poisonous to humans. Propagation: seed, semi-hardwood cutting.","Blooms April-May. A multi-stemmed, small tree, or tall shrub with pale gray bark marked with white patches. Leaves are oblong, smooth and shiny, and finely toothed along the margins. White male and female flowers are produced on separate plants, clustered in the axis of leaves. Females plants produce red berries. Larval host: Henry's Elfin Butterfly. Replaces non-natives: Nandina. 

","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) Miller, George O., Landscaping with Native Plants of Texas 2nd Ed., 2013, pg 48. 3) Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg. 292. 4) https://www.wildflower.org/plants/result.php?id_plant=ILVO. 5) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Ilex+vomitoria&formsubmit=Search+Terms. 6) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=1594&locationType=County&mapType=Normal., 7) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=27986#null, 8) Native and Adapted Landscape Plants, City of Austin and Texas A&M, 2014."
"Ilex vomitoria","Yaupon Holly","Cassina","[""Shrub""]","East Central Texas Plains, Edwards Plateau, Gulf Coast Prairies and Marshes, Texas Blackland Prairies, Western Gulf Coastal Plain",", , , Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, Balcones Canyonlands, Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , , , Floodplains and Low Terraces1,Northern Blackland Prairie,Southern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Southern Tertiary Uplands,Tertiary Uplands","12","25","8","12","Evergreen","Perennial","Sand, Loam, Clay, Gravelly, Limestone, Poor Drainage, Moist","Sun, Part Shade, Shade","Low","[""Woodland""]","Spring","White","Berry, Nectar, Larval Host","Butterflies, Birds, Small Mammals, Nectar Insects","Shade tolerant, but fruits best in full sun. Drought tolerant, but withstands poor drainage. Often grown in residential landscapes and trimmed into hedges. WARNING: berries are poisonous to humans. Propagation: seed, semi-hardwood cutting.","Blooms April-May. A multi-stemmed, small tree, or tall shrub with pale gray bark marked with white patches. Leaves are oblong, smooth and shiny, and finely toothed along the margins. White male and female flowers are produced on separate plants, clustered in the axis of leaves. Females plants produce red berries. Larval host: Henry's Elfin Butterfly. Replaces non-natives: Nandina. 

","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) Miller, George O., Landscaping with Native Plants of Texas 2nd Ed., 2013, pg 48. 3) Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg. 292. 4) https://www.wildflower.org/plants/result.php?id_plant=ILVO. 5) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Ilex+vomitoria&formsubmit=Search+Terms. 6) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=1594&locationType=County&mapType=Normal., 7) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=27986#null, 8) Native and Adapted Landscape Plants, City of Austin and Texas A&M, 2014."
"Ilex vomitoria","Yaupon Holly","Cassina","[""Shrub""]","East Central Texas Plains, Edwards Plateau, Gulf Coast Prairies and Marshes, Texas Blackland Prairies, Western Gulf Coastal Plain",", , , Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, Balcones Canyonlands, Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , , , Floodplains and Low Terraces1,Northern Blackland Prairie,Southern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Southern Tertiary Uplands,Tertiary Uplands","12","25","8","12","Evergreen","Perennial","Sand, Loam, Clay, Gravelly, Limestone, Poor Drainage, Moist","Sun, Part Shade, Shade","Low","[""Woodland""]","Spring","White","Berry, Nectar, Larval Host","Butterflies, Birds, Small Mammals, Nectar Insects","Shade tolerant, but fruits best in full sun. Drought tolerant, but withstands poor drainage. Often grown in residential landscapes and trimmed into hedges. WARNING: berries are poisonous to humans. Propagation: seed, semi-hardwood cutting.","Blooms April-May. A multi-stemmed, small tree, or tall shrub with pale gray bark marked with white patches. Leaves are oblong, smooth and shiny, and finely toothed along the margins. White male and female flowers are produced on separate plants, clustered in the axis of leaves. Females plants produce red berries. Larval host: Henry's Elfin Butterfly. Replaces non-natives: Nandina. 

","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) Miller, George O., Landscaping with Native Plants of Texas 2nd Ed., 2013, pg 48. 3) Wasowski and Wasowski, Native Texas Plants Landscaping Region by Region, 1991, pg. 292. 4) https://www.wildflower.org/plants/result.php?id_plant=ILVO. 5) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Ilex+vomitoria&formsubmit=Search+Terms. 6) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=1594&locationType=County&mapType=Normal., 7) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=27986#null, 8) Native and Adapted Landscape Plants, City of Austin and Texas A&M, 2014."
"Indigofera lindheimeriana","Lindheimer's Indigo","","[""Shrub""]","Chihuahuan Deserts, Edwards Plateau",", Low Mountains and Bajadas, , , Balcones Canyonlands,Edwards Plateau Woodland,Llano Uplift,Semiarid Edwards Plateau, , , , , , ","2","5","3","4","Deciduous","Perennial","Sand, Loam, Clay, Gravelly, Limestone, Well Drained, Moist","Sun, Part Shade","Medium","[""Wetland or Riparian""]","Summer","Pink","Nectar","Butterflies","Works well near a pond. It is a great riparian plant that provides erosion control. Native habitat: found along gravel bars and floodplains in the Texas Hill Country rivers. Not common in plant nurseries but seeds are available commercially Propagation; seed.","Blooms May-August. A shrubby pant with pink to salmon colored, pea-shaped flowers. The compound leaves, typical of the pea family, are a grayish green and soft to the touch. The fruit is a legume pod with several seeds. Larval host: Reakert's Blue, Grey Hairstreak, Dogface butterflies.","1) https://seedsource.com/lindheimers-indigo/, 2) https://www.wildflower.org/plants/result.php?id_plant=INLI, 3) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=503164#null, 4) https://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=11139&locationType=County&mapType=Normal"
"Indigofera miniata","Scarlet Pea","Texas Indigo, Coastal Indigo, Western Indigo","[""Groundcover"",""Herbaceous""]","Central Great Plains, Chihuahuan Deserts, Cross Timbers, East Central Texas Plains, Edwards Plateau, Gulf Coast Prairies and Marshes, Southern Texas Plains, Southwestern Tablelands, Texas Blackland Prairies, Western Gulf Coastal Plain","Broken Red Plains,Limestone Plains,Red Prairie, Low Mountains and Bajadas,Stockton Plateau, Carbonate Cross Timbers,Eastern Cross Timbers,Grand Prairie,Limestone Cut Plain,Western Cross Timbers, Southern Post Oak Savanna, Balcones Canyonlands,Edwards Plateau Woodland,Llano Uplift, Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , Northern Nueces Alluvial Plains,Rio Grande Floodplain and Terraces,Semiarid Edwards Bajada,Texas-Tamaulipan Thornscrub, Canadian/Cimarron Breaks, Floodplains and Low Terraces1,Northern Blackland Prairie,Southern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Southern Tertiary Uplands,Tertiary Uplands","0.25","0.5","1","2","Deciduous","Perennial","Sand, Loam, Clay, Caliche, Well Drained, Moist, Dry","Sun, Part Shade","Low","[""Grassland""]","Spring, Summer, Fall","Pink, Orange","Forage, Nectar, Larval Host","Butterflies, Deer","Can be used as ground cover. Will be more visible if planted in mass. Blooms on and off year round depending on conditions. Cut back lightly to encourage blooms. Native habitat: open areas of the eastern two thirds of Texas. Low deer resistance. Propagation: seed.
","Blooms April-November. Stems are prostrate, up to about 2 feet long. Leaves are divided into five to nine tiny leaflets. The pea-shaped flowers are a bright salmon pink. The fruit is a brown legume pod, typical of the Pea Family. Larval host: Grey Hairstreak, Common Dogface, Reakirt's Blue.","1) https://www.wildflower.org/plants/result.php?id_plant=inmi, 2) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=11140&locationType=County&mapType=Normal, 3) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=26745#null"
"Ipomoea cordatotriloba","Purple Bindweed","Wild Morning Glory, Tievine","[""Vine""]","Central Great Plains, Chihuahuan Deserts, Cross Timbers, East Central Texas Plains, Edwards Plateau, Gulf Coast Prairies and Marshes, Southern Texas Plains, Texas Blackland Prairies, Western Gulf Coastal Plain","Broken Red Plains,Limestone Plains,Red Prairie, Low Mountains and Bajadas, Carbonate Cross Timbers,Eastern Cross Timbers,Grand Prairie,Limestone Cut Plain,Western Cross Timbers, Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, Balcones Canyonlands,Edwards Plateau Woodland,Llano Uplift,Semiarid Edwards Plateau, Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , Northern Nueces Alluvial Plains,Rio Grande Floodplain and Terraces,Semiarid Edwards Bajada,Texas-Tamaulipan Thornscrub, , Floodplains and Low Terraces1,Northern Blackland Prairie,Southern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","5","6","0.5","1","Deciduous","Perennial","Sand, Loam, Clay, Limestone, Calcareous, Well Drained, Moist, Dry","Sun, Part Shade","Low","[""Grassland"",""Woodland""]","Summer, Fall","Pink","Larval Host","Butterflies","Drought tolerant. Tough perennial plant that can tolerate summer heat and blooms when nothing else does. Good plant for trellises and fence rows. Give lots of space, it likes to spread. It often moves into disturbed areas. Pull or trim to control unwanted growth. Propagation: seed.","Blooms July-October. Hill Country's most common morning glory. Vine can reach 15 ft. Light pink to purple trumpet-shaped flowers bloom among arrowhead-shaped leaves. Larval host: Variegated Fritillary Butterfly.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) https://www.wildflower.org/plants/result.php?id_plant=IPCO8. 3) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=7885&locationType=County&mapType=Normal. 4) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=503175#null"
"Ipomoea cordatotriloba","Purple Bindweed","Wild Morning Glory, Tievine","[""Vine""]","Central Great Plains, Chihuahuan Deserts, Cross Timbers, East Central Texas Plains, Edwards Plateau, Gulf Coast Prairies and Marshes, Southern Texas Plains, Texas Blackland Prairies, Western Gulf Coastal Plain","Broken Red Plains,Limestone Plains,Red Prairie, Low Mountains and Bajadas, Carbonate Cross Timbers,Eastern Cross Timbers,Grand Prairie,Limestone Cut Plain,Western Cross Timbers, Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, Balcones Canyonlands,Edwards Plateau Woodland,Llano Uplift,Semiarid Edwards Plateau, Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , Northern Nueces Alluvial Plains,Rio Grande Floodplain and Terraces,Semiarid Edwards Bajada,Texas-Tamaulipan Thornscrub, , Floodplains and Low Terraces1,Northern Blackland Prairie,Southern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","5","6","0.5","1","Deciduous","Perennial","Sand, Loam, Clay, Limestone, Calcareous, Well Drained, Moist, Dry","Sun, Part Shade","Low","[""Grassland"",""Woodland""]","Summer, Fall","Pink","Larval Host","Butterflies","Drought tolerant. Tough perennial plant that can tolerate summer heat and blooms when nothing else does. Good plant for trellises and fence rows. Give lots of space, it likes to spread. It often moves into disturbed areas. Pull or trim to control unwanted growth. Propagation: seed.","Blooms July-October. Hill Country's most common morning glory. Vine can reach 15 ft. Light pink to purple trumpet-shaped flowers bloom among arrowhead-shaped leaves. Larval host: Variegated Fritillary Butterfly.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) https://www.wildflower.org/plants/result.php?id_plant=IPCO8. 3) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=7885&locationType=County&mapType=Normal. 4) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=503175#null"
"Ipomoea cordatotriloba","Purple Bindweed","Wild Morning Glory, Tievine","[""Vine""]","Central Great Plains, Chihuahuan Deserts, Cross Timbers, East Central Texas Plains, Edwards Plateau, Gulf Coast Prairies and Marshes, Southern Texas Plains, Texas Blackland Prairies, Western Gulf Coastal Plain","Broken Red Plains,Limestone Plains,Red Prairie, Low Mountains and Bajadas, Carbonate Cross Timbers,Eastern Cross Timbers,Grand Prairie,Limestone Cut Plain,Western Cross Timbers, Bastrop Lost Pines,Floodplains and Low Terraces2,Northern Post Oak Savanna,Northern Prairie Outliers,San Antonio Prairie,Southern Post Oak Savanna, Balcones Canyonlands,Edwards Plateau Woodland,Llano Uplift,Semiarid Edwards Plateau, Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , Northern Nueces Alluvial Plains,Rio Grande Floodplain and Terraces,Semiarid Edwards Bajada,Texas-Tamaulipan Thornscrub, , Floodplains and Low Terraces1,Northern Blackland Prairie,Southern Blackland Prairie, Flatwoods,Floodplains and Low Terraces3,Pleistocene Fluvial Terraces,Red River Bottomlands,Southern Tertiary Uplands,Tertiary Uplands","5","6","0.5","1","Deciduous","Perennial","Sand, Loam, Clay, Limestone, Calcareous, Well Drained, Moist, Dry","Sun, Part Shade","Low","[""Grassland"",""Woodland""]","Summer, Fall","Pink","Larval Host","Butterflies","Drought tolerant. Tough perennial plant that can tolerate summer heat and blooms when nothing else does. Good plant for trellises and fence rows. Give lots of space, it likes to spread. It often moves into disturbed areas. Pull or trim to control unwanted growth. Propagation: seed.","Blooms July-October. Hill Country's most common morning glory. Vine can reach 15 ft. Light pink to purple trumpet-shaped flowers bloom among arrowhead-shaped leaves. Larval host: Variegated Fritillary Butterfly.","1) Griffith, Bryce, Omernick & Rodgers (2007). Ecoregions of Texas. 2) https://www.wildflower.org/plants/result.php?id_plant=IPCO8. 3) http://bonap.net/TDC/Image/Map?taxonType=Species&taxonId=7885&locationType=County&mapType=Normal. 4) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=503175#null"
"Ipomoea imperati","Beach Morning Glory","Beach Morning-glory","[""Vine""]","Gulf Coast Prairies and Marshes",", , , , , Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , , , , ","1","2","4","30","Evergreen","Perennial","Sand, Well Drained, Moist, Saline","Sun","Low","[""Wetland or Riparian""]","Spring, Summer, Fall","White, Yellow","Nectar, Flowers","Birds, Nectar Insects, Hummingbirds, Moths, Bees","Low maintenance. Drought and salt tolerant. Excellent groundcover and good for sand stabilization. Native habitat: coastal dunes.  WARNING: toxic to dogs, cats, horses. Propagation: seeds, root cuttings.","Blooms August-September. Forms smooth trailing stems with small, elliptical, fleshy, dark green leaves notched at the apex. Forms roots at the nodes. Showy, funnel-shaped flowers open in the morning and close in the afternoon. The fruit is a capsule.","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=503178&print_version=PRT&source=to_print#null, 2) https://bonap.net/Napa/TaxonMaps/Genus/County/Ipomoea, 3) https://www.wildflower.org/plants/result.php?id_plant=IPIM, 4) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Ipomoea+imperati&formsubmit=Search+Terms, 5) Richardson, Alfred. Plants of Deep South Texas: A Field Guide to the Woody and Flowering Species (Perspectives on South Texas, sponsored by Texas A&M University-Kingsville) (p. 196). Texas A&M University Press.. 6) https://www.gardenia.net/plant/ipomoea-imperati#:~:text=Ipomoea%20imperati%20(Beach%20Morning%20Glory)%20is%20a%20scrambling%2C%20creeping,and%20salt%20spray%20without%20injury."
"Ipomoea imperati","Beach Morning Glory","Beach Morning-glory","[""Vine""]","Gulf Coast Prairies and Marshes",", , , , , Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , , , , ","1","2","4","30","Evergreen","Perennial","Sand, Well Drained, Moist, Saline","Sun","Low","[""Wetland or Riparian""]","Spring, Summer, Fall","White, Yellow","Nectar, Flowers","Birds, Nectar Insects, Hummingbirds, Moths, Bees","Low maintenance. Drought and salt tolerant. Excellent groundcover and good for sand stabilization. Native habitat: coastal dunes.  WARNING: toxic to dogs, cats, horses. Propagation: seeds, root cuttings.","Blooms August-September. Forms smooth trailing stems with small, elliptical, fleshy, dark green leaves notched at the apex. Forms roots at the nodes. Showy, funnel-shaped flowers open in the morning and close in the afternoon. The fruit is a capsule.","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=503178&print_version=PRT&source=to_print#null, 2) https://bonap.net/Napa/TaxonMaps/Genus/County/Ipomoea, 3) https://www.wildflower.org/plants/result.php?id_plant=IPIM, 4) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Ipomoea+imperati&formsubmit=Search+Terms, 5) Richardson, Alfred. Plants of Deep South Texas: A Field Guide to the Woody and Flowering Species (Perspectives on South Texas, sponsored by Texas A&M University-Kingsville) (p. 196). Texas A&M University Press.. 6) https://www.gardenia.net/plant/ipomoea-imperati#:~:text=Ipomoea%20imperati%20(Beach%20Morning%20Glory)%20is%20a%20scrambling%2C%20creeping,and%20salt%20spray%20without%20injury."
"Ipomoea imperati","Beach Morning Glory","Beach Morning-glory","[""Vine""]","Gulf Coast Prairies and Marshes",", , , , , Coastal Sand Plain,Floodplains and Low Terraces4,Laguna Madre Barrier Island and Coastal Marshes,Lower Rio Grande Alluvial Floodplain,Lower Rio Grande Valley,Mid-Coast Barrier Islands and Coastal Marshes,Northern Humid Gulf Coastal Prairies,Southern Subhumid Gulf Coastal Prairies,Texas-Louisiana Coastal Marshes, , , , , ","1","2","4","30","Evergreen","Perennial","Sand, Well Drained, Moist, Saline","Sun","Low","[""Wetland or Riparian""]","Spring, Summer, Fall","White, Yellow","Nectar, Flowers","Birds, Nectar Insects, Hummingbirds, Moths, Bees","Low maintenance. Drought and salt tolerant. Excellent groundcover and good for sand stabilization. Native habitat: coastal dunes.  WARNING: toxic to dogs, cats, horses. Propagation: seeds, root cuttings.","Blooms August-September. Forms smooth trailing stems with small, elliptical, fleshy, dark green leaves notched at the apex. Forms roots at the nodes. Showy, funnel-shaped flowers open in the morning and close in the afternoon. The fruit is a capsule.","1) https://www.itis.gov/servlet/SingleRpt/SingleRpt?search_topic=TSN&search_value=503178&print_version=PRT&source=to_print#null, 2) https://bonap.net/Napa/TaxonMaps/Genus/County/Ipomoea, 3) https://www.wildflower.org/plants/result.php?id_plant=IPIM, 4) https://portal.torcherbaria.org/portal/taxa/index.php?taxon=Ipomoea+imperati&formsubmit=Search+Terms, 5) Richardson, Alfred. Plants of Deep South Texas: A Field Guide to the Woody and Flowering Species (Perspectives on South Texas, sponsored by Texas A&M University-Kingsville) (p. 196). Texas A&M University Press.. 6) https://www.gardenia.net/plant/ipomoea-imperati#:~:text=Ipomoea%20imperati%20(Beach%20Morning%20Glory)%20is%20a%20scrambling%2C%20creeping,and%20salt%20spray%20without%20injury."
